10090.ENSMUSP00000036596 9606.ENSP00000313110
10090.ENSMUSP00000130282 9606.ENSP00000404190
10090.ENSMUSP00000130284 9606.ENSP00000361112
10090.ENSMUSP00000124595 9606.ENSP00000223145
10090.ENSMUSP00000124597 9606.ENSP00000388001
10090.ENSMUSP00000124590 9606.ENSP00000366604
10090.ENSMUSP00000124591 9606.ENSP00000381007
10090.ENSMUSP00000124592 9606.ENSP00000408108
10090.ENSMUSP00000124593 9606.ENSP00000486701
10090.ENSMUSP00000135035 9606.ENSP00000367992
10090.ENSMUSP00000135034 9606.ENSP00000360798
10090.ENSMUSP00000135037 9606.ENSP00000405252
10090.ENSMUSP00000135036 9606.ENSP00000353401
10090.ENSMUSP00000124598 9606.ENSP00000297954
10090.ENSMUSP00000124599 9606.ENSP00000262878
10090.ENSMUSP00000135033 9606.ENSP00000482760
10090.ENSMUSP00000135032 9606.ENSP00000429562
10090.ENSMUSP00000122998 9606.ENSP00000373574
10090.ENSMUSP00000122996 9606.ENSP00000368144
10090.ENSMUSP00000122997 9606.ENSP00000368646
10090.ENSMUSP00000122994 9606.ENSP00000317257
10090.ENSMUSP00000122995 9606.ENSP00000382863
10090.ENSMUSP00000122992 9606.ENSP00000252530
10090.ENSMUSP00000122993 9606.ENSP00000485586 9606.ENSP00000426978 9606.ENSP00000484645
10090.ENSMUSP00000122990 9606.ENSP00000475819 9606.ENSP00000296292
10090.ENSMUSP00000122991 9606.ENSP00000307604
10090.ENSMUSP00000131764 9606.ENSP00000281171
10090.ENSMUSP00000118899 9606.ENSP00000357048
10090.ENSMUSP00000046890 9606.ENSP00000260276
10090.ENSMUSP00000046891 9606.ENSP00000301972
10090.ENSMUSP00000049848 9606.ENSP00000311447
10090.ENSMUSP00000118893 9606.ENSP00000362235
10090.ENSMUSP00000118890 9606.ENSP00000417291
10090.ENSMUSP00000118897 9606.ENSP00000381773
10090.ENSMUSP00000118894 9606.ENSP00000479370
10090.ENSMUSP00000072329 9606.ENSP00000303469
10090.ENSMUSP00000120178 9606.ENSP00000366487
10090.ENSMUSP00000120179 9606.ENSP00000237612
10090.ENSMUSP00000120176 9606.ENSP00000403067
10090.ENSMUSP00000120175 9606.ENSP00000259883
10090.ENSMUSP00000120172 9606.ENSP00000257177
10090.ENSMUSP00000120173 9606.ENSP00000325836
10090.ENSMUSP00000120170 9606.ENSP00000360938
10090.ENSMUSP00000120171 9606.ENSP00000359956
10090.ENSMUSP00000143466 9606.ENSP00000274000
10090.ENSMUSP00000026045 9606.ENSP00000340937
10090.ENSMUSP00000070119 9606.ENSP00000340017
10090.ENSMUSP00000070113 9606.ENSP00000284292
10090.ENSMUSP00000070111 9606.ENSP00000290607
10090.ENSMUSP00000072322 9606.ENSP00000238651 9606.ENSP00000311224
10090.ENSMUSP00000037921 9606.ENSP00000405738
10090.ENSMUSP00000139628 9606.ENSP00000339681
10090.ENSMUSP00000139629 9606.ENSP00000383594
10090.ENSMUSP00000139624 9606.ENSP00000310338
10090.ENSMUSP00000139625 9606.ENSP00000378725
10090.ENSMUSP00000139626 9606.ENSP00000264057
10090.ENSMUSP00000072320 9606.ENSP00000447001
10090.ENSMUSP00000139620 9606.ENSP00000265081
10090.ENSMUSP00000139622 9606.ENSP00000265081
10090.ENSMUSP00000139623 9606.ENSP00000356560
10090.ENSMUSP00000080276 9606.ENSP00000369071
10090.ENSMUSP00000080273 9606.ENSP00000356953
10090.ENSMUSP00000037925 9606.ENSP00000265734
10090.ENSMUSP00000080278 9606.ENSP00000359321
10090.ENSMUSP00000001347 9606.ENSP00000466680
10090.ENSMUSP00000027693 9606.ENSP00000356107
10090.ENSMUSP00000113039 9606.ENSP00000455755
10090.ENSMUSP00000035746 9606.ENSP00000361653
10090.ENSMUSP00000031843 9606.ENSP00000384364
10090.ENSMUSP00000031841 9606.ENSP00000297071
10090.ENSMUSP00000035743 9606.ENSP00000216962
10090.ENSMUSP00000023959 9606.ENSP00000378492
10090.ENSMUSP00000100737 9606.ENSP00000358154 9606.ENSP00000333277
10090.ENSMUSP00000033995 9606.ENSP00000340176
10090.ENSMUSP00000033994 9606.ENSP00000340176
10090.ENSMUSP00000023370 9606.ENSP00000273395
10090.ENSMUSP00000033991 9606.ENSP00000298139
10090.ENSMUSP00000033990 9606.ENSP00000298139
10090.ENSMUSP00000079289 9606.ENSP00000249389
10090.ENSMUSP00000100738 9606.ENSP00000366618
10090.ENSMUSP00000100739 9606.ENSP00000358154 9606.ENSP00000333277
10090.ENSMUSP00000039668 9606.ENSP00000368215
10090.ENSMUSP00000039663 9606.ENSP00000255189
10090.ENSMUSP00000090798 9606.ENSP00000369849
10090.ENSMUSP00000039660 9606.ENSP00000363826
10090.ENSMUSP00000040495 9606.ENSP00000356297
10090.ENSMUSP00000079735 9606.ENSP00000358309
10090.ENSMUSP00000079734 9606.ENSP00000358335
10090.ENSMUSP00000043215 9606.ENSP00000349156
10090.ENSMUSP00000079730 9606.ENSP00000378504
10090.ENSMUSP00000079733 9606.ENSP00000331504
10090.ENSMUSP00000043210 9606.ENSP00000369989
10090.ENSMUSP00000133473 9606.ENSP00000216727
10090.ENSMUSP00000133472 9606.ENSP00000335091
10090.ENSMUSP00000133471 9606.ENSP00000315775
10090.ENSMUSP00000133470 9606.ENSP00000378912
10090.ENSMUSP00000133477 9606.ENSP00000386921
10090.ENSMUSP00000133475 9606.ENSP00000272425
10090.ENSMUSP00000133474 9606.ENSP00000344465
10090.ENSMUSP00000117592 9606.ENSP00000387996
10090.ENSMUSP00000133479 9606.ENSP00000431962
10090.ENSMUSP00000133478 9606.ENSP00000353458
10090.ENSMUSP00000034148 9606.ENSP00000296545
10090.ENSMUSP00000137503 9606.ENSP00000263238
10090.ENSMUSP00000137502 9606.ENSP00000417711
10090.ENSMUSP00000044979 9606.ENSP00000307292
10090.ENSMUSP00000100080 9606.ENSP00000388523
10090.ENSMUSP00000100082 9606.ENSP00000374915 9606.ENSP00000374880
10090.ENSMUSP00000121946 9606.ENSP00000357645
10090.ENSMUSP00000100085 9606.ENSP00000477580
10090.ENSMUSP00000100086 9606.ENSP00000404652 9606.ENSP00000479267 9606.ENSP00000374887
10090.ENSMUSP00000100087 9606.ENSP00000404652 9606.ENSP00000479267 9606.ENSP00000374887
10090.ENSMUSP00000006378 9606.ENSP00000364831 9606.ENSP00000332771
10090.ENSMUSP00000006377 9606.ENSP00000364885
10090.ENSMUSP00000018896 9606.ENSP00000343505
10090.ENSMUSP00000144835 9606.ENSP00000379602
10090.ENSMUSP00000144834 9606.ENSP00000298573
10090.ENSMUSP00000144837 9606.ENSP00000228799
10090.ENSMUSP00000144836 9606.ENSP00000001146
10090.ENSMUSP00000144830 9606.ENSP00000350353
10090.ENSMUSP00000144833 9606.ENSP00000309124
10090.ENSMUSP00000144832 9606.ENSP00000404296
10090.ENSMUSP00000144839 9606.ENSP00000254730
10090.ENSMUSP00000144838 9606.ENSP00000381895
10090.ENSMUSP00000038048 9606.ENSP00000302621
10090.ENSMUSP00000038041 9606.ENSP00000361608
10090.ENSMUSP00000038043 9606.ENSP00000259870
10090.ENSMUSP00000038047 9606.ENSP00000337008
10090.ENSMUSP00000028348 9606.ENSP00000283249
10090.ENSMUSP00000028349 9606.ENSP00000360475
10090.ENSMUSP00000036031 9606.ENSP00000308576
10090.ENSMUSP00000028342 9606.ENSP00000313752
10090.ENSMUSP00000028340 9606.ENSP00000456333
10090.ENSMUSP00000028341 9606.ENSP00000314004
10090.ENSMUSP00000028346 9606.ENSP00000344729
10090.ENSMUSP00000028347 9606.ENSP00000294904
10090.ENSMUSP00000078065 9606.ENSP00000403701
10090.ENSMUSP00000030714 9606.ENSP00000265362
10090.ENSMUSP00000032719 9606.ENSP00000381007
10090.ENSMUSP00000032717 9606.ENSP00000436881
10090.ENSMUSP00000032715 9606.ENSP00000331879
10090.ENSMUSP00000076514 9606.ENSP00000347152
10090.ENSMUSP00000137299 9606.ENSP00000280987
10090.ENSMUSP00000032710 9606.ENSP00000263160
10090.ENSMUSP00000092836 9606.ENSP00000353720
10090.ENSMUSP00000022060 9606.ENSP00000264933
10090.ENSMUSP00000022063 9606.ENSP00000296824
10090.ENSMUSP00000022062 9606.ENSP00000264932
10090.ENSMUSP00000022064 9606.ENSP00000327675
10090.ENSMUSP00000101703 9606.ENSP00000362435
10090.ENSMUSP00000131904 9606.ENSP00000359052
10090.ENSMUSP00000131906 9606.ENSP00000465231 9606.ENSP00000267853
10090.ENSMUSP00000131901 9606.ENSP00000478570
10090.ENSMUSP00000131900 9606.ENSP00000484343
10090.ENSMUSP00000131903 9606.ENSP00000392660
10090.ENSMUSP00000028694 9606.ENSP00000440945
10090.ENSMUSP00000028696 9606.ENSP00000256996
10090.ENSMUSP00000092832 9606.ENSP00000295055
10090.ENSMUSP00000131909 9606.ENSP00000394417
10090.ENSMUSP00000028691 9606.ENSP00000434442
10090.ENSMUSP00000006952 9606.ENSP00000485552 9606.ENSP00000278222
10090.ENSMUSP00000101704 9606.ENSP00000357583
10090.ENSMUSP00000082127 9606.ENSP00000450540 9606.ENSP00000376793
10090.ENSMUSP00000082125 9606.ENSP00000450540 9606.ENSP00000376793
10090.ENSMUSP00000140688 9606.ENSP00000424765
10090.ENSMUSP00000144308 9606.ENSP00000261427
10090.ENSMUSP00000092975 9606.ENSP00000258499
10090.ENSMUSP00000140682 9606.ENSP00000402033
10090.ENSMUSP00000144302 9606.ENSP00000379108
10090.ENSMUSP00000002708 9606.ENSP00000297261
10090.ENSMUSP00000140681 9606.ENSP00000356425
10090.ENSMUSP00000144307 9606.ENSP00000264705
10090.ENSMUSP00000133026 9606.ENSP00000397843
10090.ENSMUSP00000140684 9606.ENSP00000300584
10090.ENSMUSP00000144304 9606.ENSP00000353249
10090.ENSMUSP00000142938 9606.ENSP00000359488
10090.ENSMUSP00000142939 9606.ENSP00000378265
10090.ENSMUSP00000029569 9606.ENSP00000359172
10090.ENSMUSP00000029568 9606.ENSP00000296529
10090.ENSMUSP00000142932 9606.ENSP00000359600
10090.ENSMUSP00000142933 9606.ENSP00000386759
10090.ENSMUSP00000029567 9606.ENSP00000377396
10090.ENSMUSP00000142931 9606.ENSP00000314499
10090.ENSMUSP00000142936 9606.ENSP00000333938
10090.ENSMUSP00000142937 9606.ENSP00000370984
10090.ENSMUSP00000029563 9606.ENSP00000357459
10090.ENSMUSP00000142935 9606.ENSP00000296015
10090.ENSMUSP00000020947 9606.ENSP00000370648
10090.ENSMUSP00000095143 9606.ENSP00000294742
10090.ENSMUSP00000026256 9606.ENSP00000224862
10090.ENSMUSP00000115815 9606.ENSP00000245838
10090.ENSMUSP00000143607 9606.ENSP00000405620
10090.ENSMUSP00000108350 9606.ENSP00000372221
10090.ENSMUSP00000108356 9606.ENSP00000238497
10090.ENSMUSP00000112405 9606.ENSP00000365503
10090.ENSMUSP00000137357 9606.ENSP00000285116
10090.ENSMUSP00000027251 9606.ENSP00000258428
10090.ENSMUSP00000027252 9606.ENSP00000289371
10090.ENSMUSP00000019302 9606.ENSP00000253047
10090.ENSMUSP00000027254 9606.ENSP00000386923
10090.ENSMUSP00000027257 9606.ENSP00000289359
10090.ENSMUSP00000027256 9606.ENSP00000390891 9606.ENSP00000387111 9606.ENSP00000338057
10090.ENSMUSP00000143606 9606.ENSP00000349722
10090.ENSMUSP00000142689 9606.ENSP00000333942
10090.ENSMUSP00000135959 9606.ENSP00000481096
10090.ENSMUSP00000142684 9606.ENSP00000296015
10090.ENSMUSP00000142685 9606.ENSP00000423881
10090.ENSMUSP00000142686 9606.ENSP00000374856 9606.ENSP00000374857 9606.ENSP00000329312 9606.ENSP00000374859 9606.ENSP00000374855 9606.ENSP00000431254
10090.ENSMUSP00000142687 9606.ENSP00000265742
10090.ENSMUSP00000142680 9606.ENSP00000009041
10090.ENSMUSP00000142681 9606.ENSP00000376178
10090.ENSMUSP00000142682 9606.ENSP00000317473
10090.ENSMUSP00000142683 9606.ENSP00000362962
10090.ENSMUSP00000029240 9606.ENSP00000323568
10090.ENSMUSP00000050603 9606.ENSP00000308332
10090.ENSMUSP00000083292 9606.ENSP00000322218
10090.ENSMUSP00000143081 9606.ENSP00000271308
10090.ENSMUSP00000143080 9606.ENSP00000415904
10090.ENSMUSP00000143083 9606.ENSP00000297512
10090.ENSMUSP00000143082 9606.ENSP00000349320
10090.ENSMUSP00000143085 9606.ENSP00000357644
10090.ENSMUSP00000143084 9606.ENSP00000387361
10090.ENSMUSP00000143087 9606.ENSP00000362962
10090.ENSMUSP00000143086 9606.ENSP00000253401
10090.ENSMUSP00000143089 9606.ENSP00000290583
10090.ENSMUSP00000044228 9606.ENSP00000298966
10090.ENSMUSP00000099156 9606.ENSP00000332576
10090.ENSMUSP00000037870 9606.ENSP00000392549 9606.ENSP00000380427
10090.ENSMUSP00000056669 9606.ENSP00000304236
10090.ENSMUSP00000056665 9606.ENSP00000361337
10090.ENSMUSP00000027783 9606.ENSP00000306528
10090.ENSMUSP00000027781 9606.ENSP00000406327
10090.ENSMUSP00000027780 9606.ENSP00000355777
10090.ENSMUSP00000066969 9606.ENSP00000469315
10090.ENSMUSP00000027785 9606.ENSP00000355499
10090.ENSMUSP00000023007 9606.ENSP00000286355
10090.ENSMUSP00000023008 9606.ENSP00000429900
10090.ENSMUSP00000066967 9606.ENSP00000481697
10090.ENSMUSP00000066960 9606.ENSP00000300190
10090.ENSMUSP00000126736 9606.ENSP00000416289
10090.ENSMUSP00000137888 9606.ENSP00000404570
10090.ENSMUSP00000105154 9606.ENSP00000397172
10090.ENSMUSP00000137887 9606.ENSP00000271764
10090.ENSMUSP00000137884 9606.ENSP00000258436
10090.ENSMUSP00000137885 9606.ENSP00000415027
10090.ENSMUSP00000137883 9606.ENSP00000446355
10090.ENSMUSP00000083743 9606.ENSP00000350681
10090.ENSMUSP00000137881 9606.ENSP00000376056
10090.ENSMUSP00000071984 9606.ENSP00000297632
10090.ENSMUSP00000143338 9606.ENSP00000340874
10090.ENSMUSP00000071983 9606.ENSP00000362235
10090.ENSMUSP00000131632 9606.ENSP00000216036
10090.ENSMUSP00000143333 9606.ENSP00000358064
10090.ENSMUSP00000131012 9606.ENSP00000410964
10090.ENSMUSP00000143331 9606.ENSP00000422626
10090.ENSMUSP00000131010 9606.ENSP00000313681
10090.ENSMUSP00000143337 9606.ENSP00000228476
10090.ENSMUSP00000131016 9606.ENSP00000329933
10090.ENSMUSP00000143335 9606.ENSP00000383599
10090.ENSMUSP00000071989 9606.ENSP00000256442
10090.ENSMUSP00000126730 9606.ENSP00000371532
10090.ENSMUSP00000095223 9606.ENSP00000421364 9606.ENSP00000479243
10090.ENSMUSP00000053943 9606.ENSP00000319281
10090.ENSMUSP00000085440 9606.ENSP00000307831
10090.ENSMUSP00000105048 9606.ENSP00000440498
10090.ENSMUSP00000105047 9606.ENSP00000440498
10090.ENSMUSP00000031437 9606.ENSP00000347486
10090.ENSMUSP00000105045 9606.ENSP00000380037
10090.ENSMUSP00000031435 9606.ENSP00000366271
10090.ENSMUSP00000105043 9606.ENSP00000217043
10090.ENSMUSP00000105042 9606.ENSP00000467843 9606.ENSP00000309644
10090.ENSMUSP00000125097 9606.ENSP00000419279
10090.ENSMUSP00000000285 9606.ENSP00000284061
10090.ENSMUSP00000000284 9606.ENSP00000323889
10090.ENSMUSP00000000287 9606.ENSP00000262288
10090.ENSMUSP00000079226 9606.ENSP00000307183
10090.ENSMUSP00000097534 9606.ENSP00000387006
10090.ENSMUSP00000024786 9606.ENSP00000351742
10090.ENSMUSP00000117624 9606.ENSP00000370129 9606.ENSP00000369814 9606.ENSP00000369927 9606.ENSP00000370254
10090.ENSMUSP00000126739 9606.ENSP00000249700
10090.ENSMUSP00000024782 9606.ENSP00000362116
10090.ENSMUSP00000024783 9606.ENSP00000230340
10090.ENSMUSP00000121408 9606.ENSP00000317379
10090.ENSMUSP00000138443 9606.ENSP00000242315
10090.ENSMUSP00000074133 9606.ENSP00000385899
10090.ENSMUSP00000097531 9606.ENSP00000387006
10090.ENSMUSP00000074137 9606.ENSP00000331823
10090.ENSMUSP00000074139 9606.ENSP00000299821
10090.ENSMUSP00000117627 9606.ENSP00000353470
10090.ENSMUSP00000117628 9606.ENSP00000403453
10090.ENSMUSP00000117629 9606.ENSP00000376572
10090.ENSMUSP00000025786 9606.ENSP00000316454
10090.ENSMUSP00000095224 9606.ENSP00000416033
10090.ENSMUSP00000084215 9606.ENSP00000420040
10090.ENSMUSP00000098204 9606.ENSP00000298694
10090.ENSMUSP00000098205 9606.ENSP00000265896
10090.ENSMUSP00000098200 9606.ENSP00000302578
10090.ENSMUSP00000072982 9606.ENSP00000469474
10090.ENSMUSP00000098203 9606.ENSP00000453962
10090.ENSMUSP00000059913 9606.ENSP00000266581
10090.ENSMUSP00000097538 9606.ENSP00000431459
10090.ENSMUSP00000098209 9606.ENSP00000345824
10090.ENSMUSP00000072989 9606.ENSP00000483842 9606.ENSP00000303373
10090.ENSMUSP00000020579 9606.ENSP00000377492
10090.ENSMUSP00000020578 9606.ENSP00000304854
10090.ENSMUSP00000026254 9606.ENSP00000359000
10090.ENSMUSP00000137749 9606.ENSP00000227348
10090.ENSMUSP00000020573 9606.ENSP00000482358
10090.ENSMUSP00000020575 9606.ENSP00000166139
10090.ENSMUSP00000103762 9606.ENSP00000482753
10090.ENSMUSP00000020577 9606.ENSP00000215530
10090.ENSMUSP00000137748 9606.ENSP00000313318
10090.ENSMUSP00000095226 9606.ENSP00000239906
10090.ENSMUSP00000130820 9606.ENSP00000256897
10090.ENSMUSP00000141658 9606.ENSP00000374987 9606.ENSP00000481725 9606.ENSP00000479728 9606.ENSP00000374985
10090.ENSMUSP00000141659 9606.ENSP00000382941 9606.ENSP00000305529 9606.ENSP00000371018
10090.ENSMUSP00000130824 9606.ENSP00000384477
10090.ENSMUSP00000130827 9606.ENSP00000383256
10090.ENSMUSP00000130829 9606.ENSP00000443926
10090.ENSMUSP00000130828 9606.ENSP00000389910
10090.ENSMUSP00000141650 9606.ENSP00000355261
10090.ENSMUSP00000141651 9606.ENSP00000350409
10090.ENSMUSP00000141656 9606.ENSP00000483415 9606.ENSP00000407592
10090.ENSMUSP00000141657 9606.ENSP00000397552
10090.ENSMUSP00000141654 9606.ENSP00000390891 9606.ENSP00000387111 9606.ENSP00000338057
10090.ENSMUSP00000137747 9606.ENSP00000297788
10090.ENSMUSP00000102815 9606.ENSP00000357922
10090.ENSMUSP00000102814 9606.ENSP00000365272
10090.ENSMUSP00000102817 9606.ENSP00000475845
10090.ENSMUSP00000102816 9606.ENSP00000370047
10090.ENSMUSP00000102811 9606.ENSP00000365272
10090.ENSMUSP00000102813 9606.ENSP00000357927
10090.ENSMUSP00000102812 9606.ENSP00000483246
10090.ENSMUSP00000136373 9606.ENSP00000383365
10090.ENSMUSP00000102819 9606.ENSP00000475845
10090.ENSMUSP00000102818 9606.ENSP00000475845
10090.ENSMUSP00000022882 9606.ENSP00000421280
10090.ENSMUSP00000059143 9606.ENSP00000373669
10090.ENSMUSP00000001667 9606.ENSP00000304822
10090.ENSMUSP00000025120 9606.ENSP00000414851
10090.ENSMUSP00000025127 9606.ENSP00000300249
10090.ENSMUSP00000077446 9606.ENSP00000302037
10090.ENSMUSP00000128901 9606.ENSP00000296444
10090.ENSMUSP00000041236 9606.ENSP00000363972
10090.ENSMUSP00000064611 9606.ENSP00000221327
10090.ENSMUSP00000064613 9606.ENSP00000488257 9606.ENSP00000368320
10090.ENSMUSP00000143044 9606.ENSP00000350686
10090.ENSMUSP00000006035 9606.ENSP00000349970
10090.ENSMUSP00000006036 9606.ENSP00000363506
10090.ENSMUSP00000006037 9606.ENSP00000399968
10090.ENSMUSP00000099632 9606.ENSP00000347140
10090.ENSMUSP00000099633 9606.ENSP00000299413
10090.ENSMUSP00000117921 9606.ENSP00000367446
10090.ENSMUSP00000099631 9606.ENSP00000254868
10090.ENSMUSP00000117927 9606.ENSP00000328940 9606.ENSP00000251303
10090.ENSMUSP00000026062 9606.ENSP00000358327
10090.ENSMUSP00000099634 9606.ENSP00000438689
10090.ENSMUSP00000099635 9606.ENSP00000005340
10090.ENSMUSP00000041578 9606.ENSP00000217260
10090.ENSMUSP00000117929 9606.ENSP00000414721
10090.ENSMUSP00000117928 9606.ENSP00000355245
10090.ENSMUSP00000041234 9606.ENSP00000359540
10090.ENSMUSP00000107557 9606.ENSP00000356436
10090.ENSMUSP00000107556 9606.ENSP00000321797
10090.ENSMUSP00000107555 9606.ENSP00000321797
10090.ENSMUSP00000107553 9606.ENSP00000228887
10090.ENSMUSP00000107551 9606.ENSP00000234453
10090.ENSMUSP00000114242 9606.ENSP00000365388
10090.ENSMUSP00000073061 9606.ENSP00000217971
10090.ENSMUSP00000107559 9606.ENSP00000321797
10090.ENSMUSP00000107558 9606.ENSP00000321797
10090.ENSMUSP00000093771 9606.ENSP00000222481
10090.ENSMUSP00000093770 9606.ENSP00000419085
10090.ENSMUSP00000073213 9606.ENSP00000268533
10090.ENSMUSP00000119349 9606.ENSP00000328625
10090.ENSMUSP00000093774 9606.ENSP00000328426
10090.ENSMUSP00000114247 9606.ENSP00000372191
10090.ENSMUSP00000062615 9606.ENSP00000299824
10090.ENSMUSP00000062610 9606.ENSP00000477613
10090.ENSMUSP00000021506 9606.ENSP00000450540 9606.ENSP00000376793
10090.ENSMUSP00000109299 9606.ENSP00000331111
10090.ENSMUSP00000109292 9606.ENSP00000399415
10090.ENSMUSP00000109293 9606.ENSP00000399415
10090.ENSMUSP00000109290 9606.ENSP00000399415
10090.ENSMUSP00000109291 9606.ENSP00000399415
10090.ENSMUSP00000041232 9606.ENSP00000357065
10090.ENSMUSP00000123253 9606.ENSP00000321826
10090.ENSMUSP00000068961 9606.ENSP00000259050
10090.ENSMUSP00000068964 9606.ENSP00000386911
10090.ENSMUSP00000114788 9606.ENSP00000366604
10090.ENSMUSP00000114789 9606.ENSP00000277632
10090.ENSMUSP00000103078 9606.ENSP00000419454
10090.ENSMUSP00000103079 9606.ENSP00000419454
10090.ENSMUSP00000114782 9606.ENSP00000263026
10090.ENSMUSP00000096690 9606.ENSP00000387694
10090.ENSMUSP00000103076 9606.ENSP00000363308
10090.ENSMUSP00000103077 9606.ENSP00000320634
10090.ENSMUSP00000103070 9606.ENSP00000349436
10090.ENSMUSP00000114787 9606.ENSP00000309836
10090.ENSMUSP00000103072 9606.ENSP00000349436
10090.ENSMUSP00000103073 9606.ENSP00000363298
10090.ENSMUSP00000040180 9606.ENSP00000254695
10090.ENSMUSP00000115550 9606.ENSP00000280190
10090.ENSMUSP00000061824 9606.ENSP00000326249
10090.ENSMUSP00000109121 9606.ENSP00000370695
10090.ENSMUSP00000109122 9606.ENSP00000272907
10090.ENSMUSP00000109123 9606.ENSP00000339917
10090.ENSMUSP00000105898 9606.ENSP00000407118
10090.ENSMUSP00000109126 9606.ENSP00000384169
10090.ENSMUSP00000109128 9606.ENSP00000337088
10090.ENSMUSP00000109129 9606.ENSP00000337088
10090.ENSMUSP00000105896 9606.ENSP00000407118
10090.ENSMUSP00000057893 9606.ENSP00000284274
10090.ENSMUSP00000061828 9606.ENSP00000273286
10090.ENSMUSP00000105891 9606.ENSP00000369618
10090.ENSMUSP00000057896 9606.ENSP00000333942
10090.ENSMUSP00000115783 9606.ENSP00000469582
10090.ENSMUSP00000115782 9606.ENSP00000183605
10090.ENSMUSP00000115785 9606.ENSP00000354829
10090.ENSMUSP00000115784 9606.ENSP00000311733
10090.ENSMUSP00000115787 9606.ENSP00000325376
10090.ENSMUSP00000115786 9606.ENSP00000265967
10090.ENSMUSP00000115789 9606.ENSP00000377059
10090.ENSMUSP00000115788 9606.ENSP00000310447
10090.ENSMUSP00000025691 9606.ENSP00000347979
10090.ENSMUSP00000099665 9606.ENSP00000314420
10090.ENSMUSP00000090926 9606.ENSP00000263629
10090.ENSMUSP00000026068 9606.ENSP00000376708
10090.ENSMUSP00000015877 9606.ENSP00000354947
10090.ENSMUSP00000112839 9606.ENSP00000354688
10090.ENSMUSP00000116830 9606.ENSP00000439807
10090.ENSMUSP00000112832 9606.ENSP00000327513
10090.ENSMUSP00000112833 9606.ENSP00000254691
10090.ENSMUSP00000094923 9606.ENSP00000377424
10090.ENSMUSP00000112831 9606.ENSP00000375844
10090.ENSMUSP00000112836 9606.ENSP00000078445
10090.ENSMUSP00000112837 9606.ENSP00000225275
10090.ENSMUSP00000112834 9606.ENSP00000377536 9606.ENSP00000424261
10090.ENSMUSP00000099664 9606.ENSP00000346921
10090.ENSMUSP00000072895 9606.ENSP00000331857
10090.ENSMUSP00000106606 9606.ENSP00000391748 9606.ENSP00000410764 9606.ENSP00000198536
10090.ENSMUSP00000106600 9606.ENSP00000469582
